Unnamed: 0	Twitts	Topic	Sentiment
@tomashemstad This has been happening to us for months now. It’s supposedly part of the COVID problems but that’s no comfort when we’re standing out in the DC winter for two hours :/		
@TheMarcitect Hey Australia, just curious... do you think if deaths related to unrest surpassed deaths related to Covid (which isn't much), if the totalitarian government would back down? Currently, in NSW, more people are dying of car accidents than C19... literally!	N	
Omicron COVID variant: What we know https://t.co/QHsqsUcsEP via @flipboard	O	
@Theo_TJ_Jordan I'm vaccinated for all of the typical childhood vaccine stuff, and I've had all my adult boosters for those. But I haven't done flu shots, because they are developed using poor methodology. That's the same reason I currently do not want to get the COVID vaccine.	V	P
Mass vaccination fails to halt Covid transmission rates – study — RT World News https://t.co/hrsdIUOpva	N	
Fantastic  https://t.co/aOtidfI5Jc		
every fucking one of them are reprehensible assholes. 🤬. . 👇. https://t.co/Y31QOznLYP		
@AZDHS @DEAHQ Avoid close contact that spreads COVID, use free BostApp instead to communicate with people at the same place. Download for free at Apple https://t.co/uChWynVbJG &amp; Google https://t.co/Nvi0yitq3f https://t.co/pVVOQOBAA8		
Omicron symptoms: What to look out for https://t.co/LHPqAH2XzG	O	
"@abbieprose Two of my brother's friends, both in their 20s, died shortly after taking the COVID-19 ""vaccine"". They were healthy beforehand. A restaurateur, who I have known for years, told me that two of her customers suffered adverse events from the jab, one ending up in intensive care."	V	
@CristianTerhes @vonderleyen The Va. . The Mandates violate Constitution, incl WHO's  which says 'health is a state of complete physical mental &amp; social well being'.Mandating treatment known to cause deaths &amp; without trials &amp; contracts published = Harm. . This isn't 'well-being'. https://t.co/20MtoIDdlB		
@jessica_leigh75 @EmergencyBK 🤣😂 The new COVID safe medical appointments, Telehealth etc., have been a boon, but can be tricky to negotiate.		
Also worth noting the true impact of these low vaccination rates statewide. . . In Teton County (83% fully vaccinated) about 1 in 1,676 people have died due to complications with COVID-19. . In next-door Sublette County (32%), that rate is 1 in 447. In Park (42%) it's 1 in 301. https://t.co/kDVcUAXwZq		
@CNN I would try and solve covid first!		
We are excited to be collaborating with Twin Ports Scientifique tomorrow, Thursday, December 2nd at 7 p.m. . . Originally we were going to have a hybrid event, but with the growing number of COVID cases in St. Louis County, we will be online ONLY.. . The his… https://t.co/0F1hbIcmt5 https://t.co/gEnVUEqxbj		
@taliaeliana There’s a non-covid sore throat bug going around. My wife got it pretty bad, we took her in and confirmed it wasn’t covid. I started getting it, but thankfully fought it off in a couple of days.		
@davitydave They're going to make it where we need to see covid vaccination cards first aren't they.		
@LesStonehouse Nope can't help ya mate - not watched since Covid		
The UK authorized Merck's COVID pill. It's the first shown to treat COVID-19 https://t.co/MTxLlbY7iY		
@blange00 @PrettiBoiJJ I didn’t think about this. Thought it might be Covid related		
Can it be said that COVID-19 knows to stop at specific county lines and does not travel over?. . It is completely irrational that, at this point in time, now that COVID-19 has spread across the globe, a first grader in Wildwood is not allowed to play sports,		
𝗧𝗶𝘁𝗹𝗲: Effectiveness and durability of protection against future SARS-CoV-2 infection conferred by COVID-19 vaccination and previous infection; findings from the UK SIREN prospective cohort study of healthcare workers Ma.... https://t.co/lBayXq8rbp https://t.co/dZWnOSynpN		
@DrOz We don't need covid minimizers in congress. Stand down.		
I need to discuss how this covid booster had me fatigued for like 3 days no lie. The scientist in me is intrigued and individual body responses to this vaccine. My brother and I literally slept two days straight. My mom and my grandma? Not a care in the world lmao they were fine	V	P
"“The U.S. can no longer ignore the digital divide for low-income students and minorities: COVID-19 has clearly revealed the gulf and ensured it is a front-line issue,"" @economicsone explains. (3/5)"		
So who’s right, I wonder 🤔, science experts or my new ‘friends’ (not sure if they are Australian or even actual people). https://t.co/4EfEecqLea		
@Joe__312 @ksorbs I'll throw some arbitrate numbers together the first chance I get and it'll prove nothing just as you have. Just because X people die of covid has nothing to do with why they died of covid.  You're making the assumption that their state of residence had something to do with it.		
U.S. COVID-19 Deaths in 2021 Surpass 2020 Total ⁦@PressSec⁩ ⁦@WhiteHouse⁩ ⁦@CDCgov⁩ clearly ⁦@JoeBiden⁩ decisions have to have some impact on the deaths due to Covid.  https://t.co/dD0v6Id5T2		
@Howl_it @CBCEdmonton The new mutated India virus running wild in Alberta and Canada. Daily covid positive numbers 40% of fully vaccinated people and that will move too 80% by Christmas. Jan 15 Alberta will see tip of 5th covid wave same across Canada. Prepare yourselves for another LONG COVID WINTER	N	
Members of my family tested positive for covid. They are fine, just experiencing some mild symptoms. I have tested negative, but as a precaution we decided it's best I don't wrestle this weekend. Please support #UnchartedTerritory and #FeteForever this week. I'll be back soon. https://t.co/JGy0so1oiG	N	
i’m pretty sure i caused a covid outbreak and i didn’t know i feel so guilty but i don’t know and there’s no way to know now?? like it’s been weeks but i’m putting the prices togethor and it ain’t lookin good	E	P
Western Pa. covid hospitalizations hit highest point in more than 10 months | https://t.co/b5XXw68Kul https://t.co/rOEItab4fm		
@nickruane Kia ora, sorry, the Kiwi Access card is not one of the accepted forms of ID to sign up to My Covid Record. You can find out about what you need here: https://t.co/lVNGIo5W6O. . There are also other ways to access your My Vaccine Pass. See: https://t.co/QEgg1ELTr9	V	
@mtracey Covid is very profitable so it will never get better.		
Kids and parents at Kimball Elementary School expected a COVID-19 shot Tuesday and left with the vaccination and sticker from former President @BarackObama and @NIH Dr. Anthony Fauci.. https://t.co/d4YQaDxJPI		
@BorisJohnson you've managed to kill more british citizens that Hitler, you say you were hugging and shaking hands with Covid patients last year... god knows what you did to the poor aids victims in the 80's.	V	
"@EricTopol ""Most durable protection was from hybrid immunity: Prior Covid + 1 or 2 shots"". . AGREED!. . IT IS TOTALLY SHAMEFUL THAT THE GOV/ CDC DOES NOT ADDRESS COVID INFECTION AS ONE SHOT!"		
@JoyAnnReid Omg wow.  So nothing happened?  Covid isn’t serious I guess		
Health departments prepared for increase in demand for COVID tests post-Thanksgiving https://t.co/7v6Dq31S8i		
Northern Health sees 134 new COVID-19 cases and three deaths over weekend https://t.co/QoAoMgmtYg #cityofpg https://t.co/ivxnQvVcz9		
@CsFuckingSuck LeVariant got covid		
@RWTaylors Unvaccinated Italians over the age of 12 need to take a COVID test every 48 hours to go to work or school.. . For an average family of four, that is €60 every 48 hours.. . That is €960 a month for a family of four.		
"I'll bite: Looks like the Biden administration is careful to refer to it as ""the Omicron variant, which is spreading through Southern Africa"". Which is a far cry from describing it strictly in terms of a particular geography or people.. https://t.co/IS8s6sBMEE https://t.co/Fj5zdAI2PX"	O	P
lisa negative from covid news PLEASE 🙏🙏🙏🙏🙏	N	
@TimRunsHisMouth @TwoAForever Wouldn't it be great if Govt provided a real time map of where's new Covid cases so people know, avoid, take precautions...but then that would help stop the virus, so they won't.		P
@POTUS @IAmPoliticsGirl Make effective monoclonal antibodies available for everyone upon initial positive COViD test, please.  The shortage now is going to haunt us. Also, having everyone wear a well-fitted N95 equivalent mask would do a lot to slow down spread.. . Thanks!	N	
@clayandbuck I think we need to change from the term Fauchiites. Start calling the Covid Cultists Faucinians https://t.co/3ukMYOLJu7	I	
@SubtleEnormity @lisamightydavis @SteveT4OU take covid serious if someone you know has it...otherwise..live....live...live....it's bad...but not as bad as being made out, xxx		
Some experts hypothesise that mutations might happen more frequently in immunosuppressed people, and is one possible origin of the recent omicron variant. But how does this happen?. . Selective pressure. A persistent infection may accelerate viral evolution. . https://t.co/XXfkhryEZO	O	
What We Know -- and Don't Know -- About the Omicron COVID Variant https://t.co/dX3wik7Or4	O	
Daily Covid Deaths per 1K Population by County For TX   2021-11-29:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/PEC0L0UeNW	O	
@whaley1212 @beyouonlybetter @BigBlueSass Which empirical data specifically? I know how Joe Rogan said he took it when he got covid but doctors were saying that didn't make any sense to them because he has a virus and that's an antibiotic for bacteria. Unless he got pneumonia from it		
@PPTeamRafa @MichelleLo11_ covid		
Are tories borisjohnson hoading covid vaccines for British people at downing Street after double jabs also for British people 🙄 borisjohnsonout wanting covid 💊 💊 also for United Kingdom 🇬🇧 😳 also boosters for 🇬🇧 criminals incompetence sleaze catastrophe? https://t.co/gvd5IEbSJm	V	
@ofabirdandwolf @russiancosmist Covid wolf pack		
@ImSpeaking13 Careful. Abbott said there is a stampede of illegal South African immigrants crossing with COVID variants. Don't get run over.		
Moderna Inc could have a COVID-19 booster shot targeting the Omicron variant tested and ready to file for U.S. authorization as soon as March.. https://t.co/qfYKy9vJX0	O	
Our kids who are at no risk from covid are being put into masks despite most the population of adults being vaccinated or had covid, is down to cowardly people who have complied the whole time.		
@PiratesSxp @ney_ney74 @FOXLA Congrats on your typing skills. It’s an excerpt directly pulled from this article that folks are commenting on without reading. . . https://t.co/DRG0fyaLSC		
@haiIeearchive @HaileeSteinfeld I know covid's still a thing but I just want her to throw a big ass party in that new house of hers and provide us with lots of pics		
@TurnerJoy @sweetiebabes08 @Nightmusics @JesseRodriguez @Serienya Yes federal aid is higher for COVID than influenza. Depending on how bad the COVID infection 13k-35k, influenza is about half the cost for similar care, according to Medicare payments.		
@myhawksperch You tip them to go away lol covid rules stand back jack		
@BravoObsessed6 Kelly Dodd will forever be the worst for saying ‘Covid is God’s way…’ and for calling other women pigs. Bravo should be ashamed of itself for keeping an abusive sociopath in its stable for as long as it did.		
Federal Reserve Chair Jerome Powell says Omicron variant could slow down the US economy. https://t.co/lf4WV24JVB #UAE #Dubai #DXB	O	
I swear every nigga in Houston done became a scammer since Covid hit gah damn😂😂		
@WOLF_Financial Back when I was coaching youth robotics there weren't many charities dedicated exclusively to supporting teams, so we started our own 501c3.. . Our teams lost a season to Covid, but we're back on the mend and the next school year should be awesome!		
"@GOP Sitting @HouseGOP member calling COVID vaccines ""poisonous."" https://t.co/DuGS5euW9Q"	V	
I gave up caring a while ago.. . Oh ya, update on my mom and her Covid. She got released from the hospital over the weekend and is doing much better. https://t.co/dVcnIFtdC0		
The epidemiological relevance of the COVID-19-vaccinated population is increasing - The Lancet Regional Health – Europe. ‘grossly negligent to ignore the vaccinated population as a possible &amp; relevant source of transmission’ - no vax mandates warranted  https://t.co/GSB3SkUH2u		
@emman_exe2 @statmuse bro he out with covid what father time got to do wit that		
One thing Covid-19 has taught us is that we are self sufficient . in crime, poverty, and illiteracy. Other than that we rely on. another country for most everything.		
Dying COVID-19 Patient Recovers After Court Orders Hospital to Administer Ivermectin https://t.co/qcsajmffBp		
"COVID-19 vaccine effectiveness will likely drop against omicron variant, Moderna CEO says https://t.co/Q02t6Vd5gj #FoxBusiness.  .   #omicronvariant i.e. an ""OCEAN of info;""ANS. for us 'non-elites:' #supersimplified IN PLAIN ENGLISH,  #vaccines #coronavirus. https://t.co/xINoQQkHs6"	O	P
@andrewh2911 @GregAbbott_TX @KenPaxtonTX You're now free to get covid		
@wolfe_hips @wfaa So when someone dies from COVID…they actually didn’t die from COVID. But when someone dies within a year of getting the COVID vaccine…they died from the COVID vaccine. Y’all make no sense. If a person dieS from COVID…that means THEY DIED FROM COVID.	V	
@ctvwinnipeg Next thing you know she’ll start injecting herself with bleach to fight off the covid 🙄		
Cases and outbreaks are still surging in schools, as health officials say the latest statewide spike is being driven by the unvaccinated. https://t.co/zDrO92I2gR		
COVID-struck Czech President appoints new Prime Minister from inside a glass box https://t.co/LNWFxT6QCL via @CTVNews	N	
For the second straight year, enrollment in Virginia public schools has dropped, with 46,000 fewer students enrolled since the start of the COVID-19 pandemic. The largest school district in VA, Fairfax County, saw the largest dip. A 5.4% difference fall '19 and fall '21. . CRT.		
@Catseye391 Calm down dEmwit!. https://t.co/b7jaDvFlTi. . https://t.co/W19vn5sFKZ. ☝😡HERE'S SOMETHING TO GET MAD ABOUT!!!		
@Melisrite @DoctorHenryCT She’s a trump thumper. Here’s the worst, retired about four years ago, didn’t take the pandemic seriously and went to WV to a funeral. Visited with her bestie who ended up passing away from Covid-19. What was the sniffles for Anna, killed Gladys.. She vaccinated but no where me.		
@emily_fri Think of it like this-can a patient walk into your office with no appointment and demand to be seen right now?Can your office give on demand vaxxes with no appt?Perhaps if pharmacists had some help in retail,they could do that.But they also need to fill Rxs,do COVID testing,etc.	E	P
@amandalitman Covid,sexual assault,mental health crisis		
@SenTedCruz So says the Seditious, Fascist; little prick from Texas, who ran away on vacation while Texans froze to death.. Your new lord and master the Fascist Adolf Drump is the reason we have inflation and 700,000 Covid Deaths that caused a lockdown and a total lose of production in the US https://t.co/5aHG5s4ul9		
@mylife86867431 @Theo_TJ_Jordan They're still good! https://t.co/N8xSk98xn5	I	
A federal judge has temporarily blocked a mandate issued by President Biden set to take effect next week that would have required all U.S. health care workers to be vaccinated against COVID-19. The judge’s order temporarily blocks the mandate nationwide. https://t.co/N6gKl4XNlX		
Love's everywhere. Like flu... Like covid.	E	P
Western Pa. covid hospitalizations hit highest point in more than 10 months https://t.co/PEcyuGtubj		
Good question. In that case, covid isn't going anywhere. https://t.co/uTx7dWX7fP		
Cases and outbreaks are still surging in schools, as health officials say the latest statewide spike is being driven by the unvaccinated. https://t.co/cDg0hy39Pi		
Parents to be asked to reduce children’s activities to curb Covid-19 spread https://t.co/hv3dPh25GN		
@greg_ip Covid carved the divide?  Think again! The media used covid to carve the divide. . . Have you heard any media talk about how many have died under Bidens term vs Trump's term?. . Its nearly equal yet it won't be mentioned.		
Japan stocks set for lower start as omicron variant fears continue to weigh on market sentiment https://t.co/v4gZ6lNbpg	O	
@Project_TAHITI @StraderZane @DiscussingFilm I wouldn't get your hopes up for anything close to $2 billion, tbh. To reach that number NWH would have to more than quadruple Shang-Chi, and more than double the current highest-grossing film of the year. And neither of those films had a new strain of covid to deal with.		
Vaccines? Booster Jabs? Economic Crisis? What’s Next For Covid Pandemic https://t.co/wgxUdWi7PS	V	
Rapid COVID-19 vaccine booster shot update and retaining masks needed to curtail Omicron, experts say - ABC News https://t.co/uwdrPitaei	O	
sonneillonv: fromquantumfluctuations: international friends: here’s the deal. South African scientists have been tracking the COVID genome and keeping an eye out for mutations. Most places in the world aren’t doing so. When we announce a new... https://t.co/Er4X3kIY78		
Also I was informed that this is due to COVID but if I upgrade to business class I can get accommodation. Does that mean people travelling in business class are COVID free?		
@Browns sooo with Hughlett on the covid list, y’all need a LS? I’m free next Sunday 🤷🏼‍♂️		
Scott Morrison wants everybody to get covid		
Cases and outbreaks are still surging in schools, as health officials say the latest statewide spike is being driven by the unvaccinated. https://t.co/9XEQMM3BLs		
What good is having a liberal arts degree if I'm not writing angry missives about the continued importance of COVID mitigation?		
Anti-vaccine Christian broadcaster Marcus Lamb dies after Covid battle https://t.co/r9cVyr21Vw via @nbcnews	V	
Cases and outbreaks are still surging in schools, as health officials say the latest statewide spike is being driven by the unvaccinated. https://t.co/GWEH3cgapU		
@SykesCharlie Sucker.. Stop and think. Think real hard.. If your IQ has more than two digits, you'll figure it out.. . Spoiler alert: Democrats are tyrannical assholes and covid is a scamdemic.		
@RepSwalwell I am proudly unvaxxed and have had Covid 19. I survived. Stop spreading propaganda and lies. You know what other choice that your children did not have? Their father having sex with a communist spy. Bet you don't want to discuss that though.	E	P
"@SugarPonee Equating people who actually think for themselves to people with a ""negative"" IQ is about the dumbest thing I've read all day. 🙄. . Why are there more covid deaths in 2021, with the vaccine available all this year, to 2020, when there was no vaccine???? . . And it's not December yet"	V	
@Dave_of_the_axi @ritholtz I live in Mo. Attorney General has been filing suits against all Covid prevention methods. Running for US Senate. What a coincidence.		
@UnsilencedOrg Won't work... Vaccine hesitancy is strong there due to leaders spreading conspiracies about vaccines having HIV to infect Africans.  This is a very real thing.  Many African countries are in the single digits COVID vax-wise and it isn't all down to supply issues.	V	
@CoyleReid @Wild_Card11 @dianeconnect @ian_charles007 Actually being vaccinated does not gimp your physical ability to die from COVID. You would realize that if you saw how many times they changed their story. Vaccinated do spread the virus, but those with natural immunity don’t. This information is through a FOIA request from CDC.	I	
I have a relative that caught Covid-19 and she won’t come out of a coma. She is suffering a bleed in her brain. Her lungs have improved but she won’t wake up. Prayers or good vibes requested.		
@POTUS Covid-19 was made by Fauci and bidens puppet masters in china		
Exiting session on cardiac implication of COVID-19 at #RSNA21! Great job @Livifix! @RadiologyACR @RSNA https://t.co/4I9rsRP7uU	I	P
I am not afraid. I am in good health and have a 99.99% chance of complete recovery. I’m more likely to have a car accident or get struck by lightening than I am to die of covid. But if I do, don’t let them use my name to vote for Demon-rats. https://t.co/znH6jNhYp9	E	P
@oVoCHRlS @IMakeHimPaYY @sho2wavey @Lj_Foster I'm not an anti-vaxer but 4 u to play dumb like they didnt just blackball this man at his job for his belief in this dumb ass vaccine that doesn't even prevent u from getting covid is ridiculous	V	P
Just landed in Adelaide.. What a complete circus! 🤡  After funnelling the first 30 people on the flight to go through the airport covid check desks, they let all the passengers from the back half of the plane to freely walk out!! 🤣		
@LakersReporter How much time if he hasn’t covid?		
@LawrenceWongST As expected, by throwing all doors opened, Euro cities with high vax rates inevitably exerted immune pressure on the viruses to mutate into Omicron. . https://t.co/7AMCYIbyq6	O	
Cases and outbreaks are still surging in schools, as health officials say the latest statewide spike is being driven by the unvaccinated. https://t.co/t9sxis8wSp		
@brumeagle @Bald_Eagle_ @Barbara4003 @MarcWilliams22 Fingers crossed!. . I won't be there, as speaking of the devil, I actually have Covid right now 💀		
Omicron brings COVID-19 vaccine inequity 'home to roost' @AP ⁦@mylcheng⁩ ⁦@lhinnant⁩ ⁦@ZekeJMiller⁩  https://t.co/9zlv2pvPvE	O	
There needs to be accountability for the folks who blew the Covid response. From Trump, to pence, to Kushner on down. It was the greatest national security and public health failure in American history. And we need justice to heal and honor the lost.		P
@aussiedadbod @matthewdmarsden I'm sure even Texas having 36 times as many Covid deaths as Australia won't budge Matthew's opinion one iota, since he appears thoroughly immune to logic.		
also before covid i was super scared to explore my identity and start expressing myself via fashion and now i'm a non-binary who has amazing fashion sense		
@WestpacWire @JessicaMudditt Courtesy covid, we've had insights allowing consideration of https://t.co/Kpst5hndsD behaviour.. Some of us knew what we were dealing with. Now, the rest are getting the message.		
@seanhannity Because Fauci wants as much COVID scare as possible in this country, to gain as much power as possible for himself and his masters.  He lost all credibility forever when he claimed “questioning me is questioning science”. Megalomaniac.  Different issue? Nonsense.		
@brandon_cg Does your outrage over Biden covid testing policy include trumpturd testing positive before debate and lying? Asking for a friend.	N	
Our first gig since Covid hit, this Saturday night in Fibbers Dublin, kicks off at 7 , should be a great night , pop in if your in town ✌️❤️ https://t.co/TOgSZfxJJY		P
Pretty sad COVID had to go an attach itself to LeBron for clout https://t.co/8cH48zVYAB		N
@Publix i know times are tough during covid, but the poor girl in the bakery is working all alone and can't help all the customers waiting. How about pulling over a manager to help out. I've seen the same thing happen in the deli as well. #PoorCX		
@Leif_InDa_Paint @jack_isachsen @MLBONFOX @Mets @Rangers @Mariners Imagine still being afraid of covid and it’s almost 2022 💀		N
"@TED44E ...measures that could/should be taken on a bipartisan basis, by our elected officials, since COVID doesn't know who is red and who is blue. It's sad that it's falling to these agencies to act. Our political system is broken. In times of ""war,"" we used to be able to pull together"		N
Omicron expected to arrive in NYC, COVID masks should be worn indoors ‘at all times,’ city’s top doctor says https://t.co/gAtEXE4E8B	O	
@d_weck @jayRNair @BiasedGirl Just found this.. Very long interview. . Absolute must watch.. I had to watch a second time cast to the TV to get all of it. . The good, the bad, the ugly... the truth, unfiltered. . Please pass it along. . https://t.co/nl1MQsbV5k		
@frozen Just think the “P” in pandemic stands for passport. It travels the world so does Covid.. . We just got a confirmed Omicron case today.  Where does Dr Henry think it comes from?  Other parts of the world so……..PANDEMIC!!!	O	
@Niall_Boylan Covid's big business here. Lots of people making lots of money		
@Dorrie_theWitch Everyone is standoffish since COVID. I did ask one team, and they looked at me like I was insane.	E	P
Once again, over 2,000 new American COVID deaths overnight. Don't let your guard down! MASK, WASH, DISTANCE and VACCINATE and stay the fuck away from the denying, maskless, anti-vaxxer mother fuckers!. . *Marilyn*. . https://t.co/DsTffI0sua		
@ChrisMusson Lmao the thing is, if he would've had a point if he had called out @BBCScotland for the ridiculous amount of time and energy they put into undermining/belittling the @scotgovhealth health and covid-mitigating policies instead of encouraging/promoting them.	N	N
I already couldn't sleep and now we find out Bron might have COVID. When does the suffering end I have to ask? https://t.co/IM8Mn2E1oS		
Mr. Sun Ng was in the hospital dying  from COVID. Despite hospital regulations against ivermectin, his wife sued the hospital.  After a court ordered an outside doctor to administer ivermectin, he is now fully recovered. Edward-Elmhurst Health,  Naperville, Illinois. https://t.co/eNtFb1domD		
@chrischirp The key there is children from covid +ve households should not be in school, particularly in primaries where none of them are vaccinated. That would make a huge difference I think.		
@DanCrenshawTX Your attempt to lie once again to your base is understandable because they're gullible morons like yourself.. . Beating covid is the only way to save this nation.. . And just never mind the fact that red states have a lower population and fewer jobs to fill than blue states.	I	P
@oogaboogafr Covid 19 probably, Australia is still closed and Western Australia is legit a real life representation of Inazuma.	I	
@POTUS BS !  Monoclonal antibodies stop covid in its tracks .... vaccines help bit do nothing to prevent transmission	V	
@awong37 Debbie is great both my husband and I have both received covid vaccines from her ❤️	V	P
https://t.co/wJXcfkBvzh. COVID-19: Emerging picture from South Africa suggests Omicron variant could be real cause for concern. . Scare mongering of the highest order. Steep rise in cases, mild symptoms - that’s a good thing. https://t.co/45w4vlpCzM	O	
Total Confirmed Covid Cases by County For LA   2021-11-29:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #globalhealth https://t.co/36o3Bjikau		
@foxnewsradio @HowardKurtz you think trump tried to kill biden with covid.	N	
And pigs might fly . . https://t.co/Cz2mnJHDIO		
not day6 related but WHAT THE FUxK, dear my beloved gov, if you want covid to disappear in indo, you need to do another ppkm or even lockdown (and be strict bout it), not this??? we already stressed enough with pandemic situation, dont make it worse dumbo https://t.co/2xhZLwzhSl		P
@murderxbryan I booked my son’s covid shots there. The first one went fine, but for the 2nd dose they called me the night before and said they would have to cancel because they wouldn’t have a pharmacist the next day, &amp; I should rebook online- soonest appointment was a month later.		
New Research: SARS-CoV-2 Among Migrants Recently Arrived in Europe From Low- and Middle-Income Countries: Containment Strategies and Special Features of Management in Reception Centers: Despite the “migrants and COVID-19”… https://t.co/NBGLBsRiM2 #PublicHealth #HealthForAll		
Getting a covid shot today, reason being is because I wanna travel to palmiston North cause the rents cheaper		
How many with Covid had the ONLY symptom was profound fatigue??		
The media has systematically misrepresented the Covid threat from the beginning and is now too responsible for scaring mass numbers of people into injury and death to own up to the facts. The media will continue to lie in order to protect itself and the medical establishment.		
@AureamLtd @snelo85 @DrHoenderkamp Another covid sponger		
"@YvetteDAth All the fear &amp; ""BREAKING"" headline over the case yesterday yet you and the CHO can't even front up for an interactive presser? Instead we get 17 seconds out of an 18 minute long broadcast on COVID then on to non-COVID platforming in Parliament?. . Where's the point of that? #qldpol"		
The most important thing I'd like you to know about the concerns over molnupiravir? They don't apply to our covid19 vaccines. . . Our covid-19 vaccines work entirely differently than Merck's covid pill. https://t.co/SgM5B9hWBz	V	P
@airindiain I had booked a flight from Delhi to Toronto for May 28, 2021, which was rescheduled various times due to Covid. The ticket was cancelled in August 2021, but I have not received a refund to date.. Booking Reference: Y5YVX		
@GregAbbott_TX @newsmax Meanwhile your politicizing covid is killing Texans.	N	
Victoria records 918 new COVID-19 cases and six more deaths overnight.		
@CHEK_News If travellers have to provide a negative PCR test, how are flights arriving with covid?  Also, why are rates still high on mid-island. Our infection rate higher than some lower mainland health districts.	N	
@SenCottonRBLX on Fox you're railing about Democrats being cause of supply chain issues. Apparently you don't realize that the country almost collapsed under Trump due to Covid which he lied and covered up - his interviews with Bob Woodward. Worse than supply chain 1/		
Sparrow Frandor COVID-19 testing site overwhelmed by drop-ins https://t.co/yewQsd3uW4		
@BigRakaDoc @Tragiicomedy @GlennCarr6 @Moderna5G_666 @organicdot @6lennybravo @4Clearsky @JohnDublin10 @Narvuntien @kjfphoto @CrispyCX @BubbasRanch @Gordon_DHG @try2golf @TWTThisIsNow @jimdtweet @Kenneth72712993 @sandcastle1975 @IngersolRobert @OscarsWild1 @BolzmannMichael @rln_nelson @HalBrow68884227 @AristotleMrs @chimera414 @k_b_lvi @Stephen04880258 @GuyGadboisGuyG1 @thisisnothappen @basil_ireton @The_Ouroboros__ @DavidTaylorYork @DawnTJ90 @keithamccluskey @EricWil06256732 @wildweatherdan @robhon_ @ejwwest @covid_parent @Canadianworker2 @IanDJbrown2 @dan613 @Boeing74 @oakden_wolf @RobMeekel @25_cycle @sunsnowflowers @BridgetHolmstro @rockandroll432 @MassiMassian I was thinking the other day how you all stay sane having known the truth for even longer. .	V	
@Txoxo1616 I wish Covid never existed		
More migrants arrives at the boarder as new Covid-19 Omicron variant spread. . . Close the damn boarders!	O	
"@AnnaForFlorida Welp.. ummmm. "" The gang is pro pvtin... https://t.co/sxSZk9nppg. . Anti EV. Anti pot. Anti sex edu.. Anti books ffs... Anti PE * class, bvsh n skkkott made sure... Anti anything good... . Obvi short leash, foreign proxy $ lobbies... And their baloney bubbles! Meanwhile* fkn covid: https://t.co/GxQ1dwB6YS"		
I  hate getting tested for COVID	E	N
@BigBoiKian Have covid gotta self isolate this week		
"WHO has warned that low vaccination rates and testing are a ""toxic mix"" fueling new COVID-19 strains. . . https://t.co/cKHonE1vbf"		
In Conversation with the Surgeon General: The Latest on COVID-19 Children’s Vaccines, Boosters and Combating Misinformation-. Nov 30, 2021 3:30 PM. . Register: https://t.co/gNOH4GfvkN https://t.co/5mvSWMQmKg	V	
@88DoubleDragon When COVID becomes something like influenza	E	P
@AP So was Biden supporting $2000 Covid relief in 2020 election.		
#SULLI eating: a required thread;. . (sorry for the keywords). f(x), kpop, carrd tutorial, bts, itzy, fancam, sulli, choi jinri, covid-19, thread. https://t.co/nyz9bKHxix		
@MicheleMuse5 @MindaMZ @ashleighlondon @b0ssguy300 @BlackKnight10k Are you talking about the polio vaccine that was created in the 50’s and has had extensive studies around long term effects compared to the Covid vaccine that has shown to be effective due to the 10 months it has been out? Lmao. Cmon	V	
@IFPMA What it all about??. . https://t.co/p6M9xNio9k		
Biden Tries to Reassure on COVID as He Sells Spending Plan https://t.co/c7xljDwc6Q		
@Iamjustin_1723 @KingJames He still got COVID so… the protocols are stupid right?		
At Urgent Care to get tested for COVID and/or the Flu.  🤮🤢🤮🤢 @ Mercy Urgent Care https://t.co/SbLNcOiu1M		
If unvaccinated employees present a financial risk to their employer (healthcare costs, lost productivity), should they be expected to pay a higher portion of the insurance and benefits premiums?. .. .. .. #covid #healthcare #benefits #employeebenefits #vaccine . #yeg https://t.co/XBhTILl2Ub	V	
Warren County #covid19 update for 12/1 -- 91 new cases, active cases stand at 601. 15 are hospitalized, 4 with critical illness.. . Our COVID Hub website at https://t.co/q1Erua2S1y has data and information on upcoming vaccination clinics. https://t.co/JsifjX3m0t		
Nicola Sturgeon tells Scots to work from home as covid restrictions 'under close review' - Glasgow Live https://t.co/ALv3B5fQYf		
@MrJohns43513791 @JakeAuch @All435Reps Just like thebrest of us have the right to not become sick due to someone's selfishness.. . That's the bottom line, selfishness.. . I contracted the virus while waiting for my turn for the vaccine... Are you going to pay for my healthcare and medications post-Covid?	V	P
@MMOrpgPrincess @GavinNewsom No one ever said it stops one from getting covid. It stops it from killing you and lessens the chance you will be a burden on the healthcare system, but you knew that right?	N	
Just saying:  I have Personally known more individuals who have had bad reactions than I know individuals who have died from Covid		
@SMeerbeeck @LeviHoste @kwinkslager @HarrySpoelstra @NotAmus86022820 @SDicht @PESCOV19 @TigressEllie @MichiWagner4 For PIMS (MIS-C), I see numbers for 🇫🇷 but nowhere for 🇧🇪. https://t.co/y8OPsFTakO . Latest case numbers here. https://t.co/bJy0ioQEp6 @CarijnB Do you know our numbers?		
Covid got me thinking that it’s some sort of fraternity now, and that it’s currently in its Omicron class 💀💀	O	
